Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.514,60.514,screen dark,11.212518032
0,55.423,55.423,wifi radio,15.038105485900003
55.423,58.763,3.3399999999999963,wifi running,0.04612272799999995
58.763,60.514,1.7510000000000048,wifi scan,0.3986624270000011
0.0,8.982625000004191,8.982625000004191,core 0 cpu_idle start,0.1373892493750641
8.982625000004191,68.5570000000007,59.57437499999651,core 0 cpu_idle,0.9111900656249466
0.0,8.979880999999295,8.979880999999295,core 1 cpu_idle start,0.13734727989498924
8.979880999999295,68.5570000000007,59.5771190000014,core 1 cpu_idle,0.9112320351050215
0.0,8.982656000000134,8.982656000000134,core 2 cpu_idle start,0.13738972352000206
8.982656000000134,68.5570000000007,59.574344000000565,core 2 cpu_idle,0.9111895914800087
0.0,8.980035000000498,8.980035000000498,core 3 cpu_idle start,0.13734963532500763
8.980035000000498,68.5570000000007,59.5769650000002,core 3 cpu_idle,0.9112296796750031
0.0,8.986675000000105,8.986675000000105,core 4 cpu_idle start,0.13745119412500162
8.986675000000105,68.5570000000007,59.570325000000594,core 4 cpu_idle,0.9111281208750092
0.0,8.987393000003067,8.987393000003067,core 5 cpu_idle start,0.13746217593504692
8.987393000003067,68.5570000000007,59.56960699999763,core 5 cpu_idle,0.9111171390649638
0.0,9.257563999999547,9.257563999999547,core 6 cpu_idle start,0.14159444137999308
9.257563999999547,68.5570000000007,59.29943600000115,core 6 cpu_idle,0.9069848736200177
0.0,8.982150000003458,8.982150000003458,core 7 cpu_idle start,0.1373819842500529
8.982150000003458,68.5570000000007,59.57484999999724,core 7 cpu_idle,0.9111973307499579
