Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.534,60.534,screen dark,11.216223792000001
0,19.399,19.399,wifi radio,5.263594686700001
19.399,40.212,20.813000000000002,wifi running,0.28741087960000006
40.212,44.905,4.692999999999998,wifi scan,1.0684881609999997
44.905,47.883,2.9780000000000015,wifi running,0.041123797600000025
47.883,60.534,12.650999999999996,wifi radio,3.4326375782999996
0.0,9.13398700000107,9.13398700000107,core 0 cpu_idle start,0.13970433116501638
9.13398700000107,68.54700000000048,59.41301299999941,core 0 cpu_idle,0.9087220338349911
0.0,9.136269000000539,9.136269000000539,core 1 cpu_idle start,0.13973923435500826
9.136269000000539,68.54700000000048,59.41073099999994,core 1 cpu_idle,0.9086871306449992
0.0,9.137083999999959,9.137083999999959,core 2 cpu_idle start,0.13975169977999938
9.137083999999959,68.54700000000048,59.40991600000052,core 2 cpu_idle,0.9086746652200081
0.0,9.137517999999545,9.137517999999545,core 3 cpu_idle start,0.13975833780999306
9.137517999999545,68.54700000000048,59.409482000000935,core 3 cpu_idle,0.9086680271900144
0.0,9.133880999999747,9.133880999999747,core 4 cpu_idle start,0.13970270989499614
9.133880999999747,68.54700000000048,59.413119000000734,core 4 cpu_idle,0.9087236551050113
0.0,9.134756000001289,9.134756000001289,core 5 cpu_idle start,0.13971609302001972
9.134756000001289,68.54700000000048,59.41224399999919,core 5 cpu_idle,0.9087102719799877
0.0,9.133997000000818,9.133997000000818,core 6 cpu_idle start,0.13970448411501252
9.133997000000818,68.54700000000048,59.41300299999966,core 6 cpu_idle,0.908721880884995
0.0,9.133960000001025,9.133960000001025,core 7 cpu_idle start,0.13970391820001568
9.133960000001025,68.54700000000048,59.413039999999455,core 7 cpu_idle,0.9087224467999917
