Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.543,60.543,screen dark,11.1331796184
0,60.543,60.543,wifi running,0.8297369715599999
0.0,9.023916000005556,9.023916000005556,core 0 cpu_idle start,0.13697853292208434
9.023916000005556,68.55499999999302,59.53108399998746,core 0 cpu_idle,0.9036520895778096
0.0,9.0268840000208,9.0268840000208,core 1 cpu_idle start,0.13702358567831574
9.0268840000208,68.55499999999302,59.528115999972215,core 1 cpu_idle,0.9036070368215783
0.0,9.024281000019982,9.024281000019982,core 2 cpu_idle start,0.13698407343980332
9.024281000019982,68.55499999999302,59.53071899997303,core 2 cpu_idle,0.9036465490600907
0.0,9.027351000026101,9.027351000026101,core 3 cpu_idle start,0.1370306745048962
9.027351000026101,68.55499999999302,59.527648999966914,core 3 cpu_idle,0.9035999479949978
0.0,9.032303000014508,9.032303000014508,core 4 cpu_idle start,0.13710584338872023
9.032303000014508,68.55499999999302,59.52269699997851,core 4 cpu_idle,0.9035247791111738
0.0,9.03304200002458,9.03304200002458,core 5 cpu_idle start,0.1371170610393731
9.03304200002458,68.55499999999302,59.521957999968436,core 5 cpu_idle,0.9035135614605209
0.0,9.04829299999983,9.04829299999983,core 6 cpu_idle start,0.13734856359349742
9.04829299999983,68.55499999999302,59.506706999993185,core 6 cpu_idle,0.9032820589063966
0.0,9.163043000007747,9.163043000007747,core 7 cpu_idle start,0.1390904112186176
9.163043000007747,68.55499999999302,59.39195699998527,core 7 cpu_idle,0.9015402112812764
