Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.627,60.627,screen dark,11.1486262776
0,22.418,22.418,wifi radio,6.03681610994
22.418,33.021,10.603000000000002,wifi running,0.14531326676
33.021,49.729,16.708,wifi radio,4.49920258564
49.729,60.627,10.898000000000003,wifi running,0.14935621816000003
0.0,9.175960000022314,9.175960000022314,core 0 cpu_idle start,0.13928648482033873
9.175960000022314,68.52799999999115,59.35203999996884,core 0 cpu_idle,0.900934291179527
0.0,9.171426000015344,9.171426000015344,core 1 cpu_idle start,0.13921766096723293
9.171426000015344,68.52799999999115,59.35657399997581,core 1 cpu_idle,0.9010031150326328
0.0,9.17189500000677,9.17189500000677,core 2 cpu_idle start,0.13922478015260278
9.17189500000677,68.52799999999115,59.35610499998438,core 2 cpu_idle,0.900995995847263
0.0,9.171587000018917,9.171587000018917,core 3 cpu_idle start,0.13922010486678715
9.171587000018917,68.52799999999115,59.356412999972235,core 3 cpu_idle,0.9010006711330786
0.0,9.17145399999572,9.17145399999572,core 4 cpu_idle start,0.13921808599293503
9.17145399999572,68.52799999999115,59.35654599999543,core 4 cpu_idle,0.9010026900069307
0.0,9.172110000014072,9.172110000014072,core 5 cpu_idle start,0.1392280437452136
9.172110000014072,68.52799999999115,59.35588999997708,core 5 cpu_idle,0.9009927322546522
0.0,9.188481000019237,9.188481000019237,core 6 cpu_idle start,0.139476547339792
9.188481000019237,68.52799999999115,59.339518999971915,core 6 cpu_idle,0.9007442286600738
0.0,9.178928000008455,9.178928000008455,core 7 cpu_idle start,0.13933153757612834
9.178928000008455,68.52799999999115,59.3490719999827,core 7 cpu_idle,0.9008892384237374
