Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.509,60.509,screen dark,11.1269273992
0,29.901,29.901,wifi radio,8.05187075133
29.901,35.746,5.845000000000002,wifi running,0.08010525740000003
35.746,52.086,16.339999999999996,wifi radio,4.4001059522
52.086,54.349,2.262999999999998,wifi running,0.03101423395999997
54.349,60.509,6.160000000000004,wifi radio,1.658791472800001
0.0,9.14621000000625,9.14621000000625,core 0 cpu_idle start,0.13883489469509486
9.14621000000625,68.56200000000536,59.415789999999106,core 0 cpu_idle,0.9019019843049865
0.0,9.150874000013573,9.150874000013573,core 1 cpu_idle start,0.13890569188320603
9.150874000013573,68.56200000000536,59.41112599999178,core 1 cpu_idle,0.9018311871168753
0.0,9.149044000019785,9.149044000019785,core 2 cpu_idle start,0.13887791339830033
9.149044000019785,68.56200000000536,59.41295599998557,core 2 cpu_idle,0.901858965601781
0.0,9.150554000021657,9.150554000021657,core 3 cpu_idle start,0.13890083444332874
9.150554000021657,68.56200000000536,59.4114459999837,core 3 cpu_idle,0.9018360445567526
0.0,9.152344000001904,9.152344000001904,core 4 cpu_idle start,0.1389280057480289
9.152344000001904,68.56200000000536,59.40965600000345,core 4 cpu_idle,0.9018088732520524
0.0,9.15300700001535,9.15300700001535,core 5 cpu_idle start,0.138938069756733
9.15300700001535,68.56200000000536,59.408992999990005,core 5 cpu_idle,0.9017988092433483
0.0,9.178207000019029,9.178207000019029,core 6 cpu_idle start,0.13932059315678885
9.178207000019029,68.56200000000536,59.383792999986326,core 6 cpu_idle,0.9014162858432925
0.0,9.155345000006491,9.155345000006491,core 7 cpu_idle start,0.13897355942759854
9.155345000006491,68.56200000000536,59.406654999998864,core 7 cpu_idle,0.9017633195724828
