Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.615,60.615,screen dark,11.146419611999999
0,60.615,60.615,wifi running,0.8307237258
32.473,42.61,10.137,audio,0.0043964169
0.0,9.073508999979822,9.073508999979822,core 0 cpu_idle start,0.1377313298651937
9.073508999979822,68.54999999998836,59.47649100000854,core 0 cpu_idle,0.9028233951346296
0.0,9.071862999961013,9.071862999961013,core 1 cpu_idle start,0.1377063444079082
9.071862999961013,68.54999999998836,59.478137000027345,core 1 cpu_idle,0.9028483805919151
0.0,9.073213999974541,9.073213999974541,core 2 cpu_idle start,0.13772685191261355
9.073213999974541,68.54999999998836,59.47678600001382,core 2 cpu_idle,0.9028278730872098
0.0,9.07658499997342,9.07658499997342,core 3 cpu_idle start,0.13777802200709655
9.07658499997342,68.54999999998836,59.47341500001494,core 3 cpu_idle,0.9027767029927267
0.0,9.080130999966059,9.080130999966059,core 4 cpu_idle start,0.1378318485139848
9.080130999966059,40.66980499998317,31.589674000017112,core 4 cpu_idle,0.47951545648325977
40.66980499998317,40.669983999978285,0.00017899999511428177,core 4 cpu_frequency,7.188750783786525e-05
40.669983999978285,68.54999999998836,27.880016000010073,core 4 cpu_idle,0.4232047028721529
0.0,9.081918999989284,9.081918999989284,core 5 cpu_idle start,0.13785898946033734
9.081918999989284,40.66982499996084,31.587905999971554,core 5 cpu_idle,0.4794886191265682
40.66982499996084,40.66998599996441,0.0001610000035725534,core 5 cpu_frequency,6.465859963475957e-05
40.66998599996441,68.54999999998836,27.880014000023948,core 5 cpu_idle,0.4232046725133635
0.0,9.082544999982929,9.082544999982929,core 6 cpu_idle start,0.13786849182724087
9.082544999982929,40.66982699997607,31.587281999993138,core 6 cpu_idle,0.47947914711889583
40.66982699997607,40.66999099997338,0.00016399999731220305,core 6 cpu_frequency,6.586341572056407e-05
40.66999099997338,68.54999999998836,27.88000900001498,core 6 cpu_idle,0.4232045966157274
0.0,9.100230999989435,9.100230999989435,core 7 cpu_idle start,0.13813695646433963
9.100230999989435,40.66982899996219,31.569597999972757,core 7 cpu_idle,0.4792107128405865
40.66982899996219,40.66989699998521,6.80000230204314e-05,core 7 cpu_frequency,2.7309230845147972e-05
40.66989699998521,68.54999999998836,27.880103000003146,core 7 cpu_idle,0.42320602348854774
