Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.596,60.596,screen dark,11.1429257248
0,38.047,38.047,wifi radio,10.24546090351
38.047,45.642,7.595000000000006,wifi running,0.10408886740000008
45.642,60.596,14.953999999999994,wifi radio,4.026877870819998
0.0,9.24015899997903,9.24015899997903,core 0 cpu_idle start,0.1402609935401817
9.24015899997903,69.55199999999604,60.31184100001701,core 0 cpu_idle,0.9155035904597583
0.0,9.23993499999051,9.23993499999051,core 1 cpu_idle start,0.14025759333235593
9.23993499999051,69.55199999999604,60.31206500000553,core 1 cpu_idle,0.915506990667584
0.0,9.234895999979926,9.234895999979926,core 2 cpu_idle start,0.1401811038316953
9.234895999979926,69.55199999999604,60.317104000016116,core 2 cpu_idle,0.9155834801682446
0.0,9.237247999990359,9.237247999990359,core 3 cpu_idle start,0.14021680601585365
9.237247999990359,69.55199999999604,60.31475200000568,core 3 cpu_idle,0.9155477779840863
0.0,9.239071999967564,9.239071999967564,core 4 cpu_idle start,0.14024449342350764
9.239071999967564,69.55199999999604,60.31292800002848,core 4 cpu_idle,0.9155200905764322
0.0,9.240126999968197,9.240126999968197,core 5 cpu_idle start,0.14026050779601726
9.240126999968197,69.55199999999604,60.311873000027845,core 5 cpu_idle,0.9155040762039227
0.0,9.255246999993687,9.255246999993687,core 6 cpu_idle start,0.1404900218364042
9.255246999993687,69.55199999999604,60.296753000002354,core 6 cpu_idle,0.9152745621635358
0.0,9.371982999989996,9.371982999989996,core 7 cpu_idle start,0.14226201594834814
9.371982999989996,69.55199999999604,60.180017000006046,core 7 cpu_idle,0.9135025680515918
