Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.606,60.606,screen dark,11.1447646128
0,50.275,50.275,wifi radio,13.53826969075
50.275,54.353,4.078000000000003,wifi running,0.05588866376000003
54.353,60.606,6.253,wifi radio,1.68383491549
0.0,9.217842999991262,9.217842999991262,core 0 cpu_idle start,0.13992224781836737
9.217842999991262,68.52999999999884,59.31215700000757,core 0 cpu_idle,0.900328887181615
0.0,9.220563999988372,9.220563999988372,core 1 cpu_idle start,0.13996355123782347
9.220563999988372,68.52999999999884,59.309436000010464,core 1 cpu_idle,0.9002875837621589
0.0,9.217990999983158,9.217990999983158,core 2 cpu_idle start,0.13992449438424434
9.217990999983158,68.52999999999884,59.31200900001568,core 2 cpu_idle,0.900326640615738
0.0,9.219340999989072,9.219340999989072,core 3 cpu_idle start,0.1399449867093341
9.219340999989072,68.52999999999884,59.310659000009764,core 3 cpu_idle,0.9003061482906483
0.0,9.230455999990227,9.230455999990227,core 4 cpu_idle start,0.14011370685185165
9.230455999990227,68.52999999999884,59.29954400000861,core 4 cpu_idle,0.9001374281481307
0.0,9.218184999976074,9.218184999976074,core 5 cpu_idle start,0.13992743920713682
9.218184999976074,68.52999999999884,59.31181500002276,core 5 cpu_idle,0.9003236957928455
0.0,9.361434999969788,9.361434999969788,core 6 cpu_idle start,0.1421019025820414
9.361434999969788,68.52999999999884,59.16856500002905,core 6 cpu_idle,0.898149232417941
0.0,9.220180999982404,9.220180999982404,core 7 cpu_idle start,0.1399577374892329
9.220180999982404,68.52999999999884,59.30981900001643,core 7 cpu_idle,0.9002933975107494
