Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,60.612,60.612,screen dark,11.1458679456
0,3.914,3.914,wifi running,0.053641056879999996
3.914,4.962,1.0479999999999996,wifi scan,0.2368036695999999
4.962,37.978,33.016000000000005,wifi radio,8.890691439280001
37.978,60.612,22.634,wifi running,0.31019715927999997
0.0,8.984513000003062,8.984513000003062,core 0 cpu_idle start,0.13638041508354648
8.984513000003062,68.54300000000512,59.55848700000206,core 0 cpu_idle,0.9040680534165313
0.0,8.984063000010792,8.984063000010792,core 1 cpu_idle start,0.1363735843086638
8.984063000010792,68.54300000000512,59.55893699999433,core 1 cpu_idle,0.9040748841914139
0.0,8.98362499999348,8.98362499999348,core 2 cpu_idle start,0.13636693568740105
8.98362499999348,68.54300000000512,59.55937500001164,core 2 cpu_idle,0.9040815328126768
0.0,8.985183999990113,8.985183999990113,core 3 cpu_idle start,0.13639060052784993
8.985183999990113,68.54300000000512,59.55781600001501,core 3 cpu_idle,0.9040578679722279
0.0,8.983445999998366,8.983445999998366,core 4 cpu_idle start,0.1363642185569752
8.983445999998366,68.54300000000512,59.559554000006756,core 4 cpu_idle,0.9040842499431025
0.0,8.984091999998782,8.984091999998782,core 5 cpu_idle start,0.1363740245139815
8.984091999998782,68.54300000000512,59.55890800000634,core 5 cpu_idle,0.9040744439860963
0.0,8.984571000008145,8.984571000008145,core 6 cpu_idle start,0.13638129549462363
8.984571000008145,68.54300000000512,59.55842899999698,core 6 cpu_idle,0.9040671730054541
0.0,8.988776000012876,8.988776000012876,core 7 cpu_idle start,0.13644512529219546
8.988776000012876,68.54300000000512,59.554223999992246,core 7 cpu_idle,0.9040033432078823
